audio,audio_filepath,data_type,transcription
912272968_437118_437126_25839,/train/bank-cards/voices/912272968_437118_437126_25839.ogg,bcd,"31, 48, 53, 33, 78, 93, 64, 86"
619589413_438853_438859_25261,/train/bank-cards/voices/619589413_438853_438859_25261.ogg,bcd,"41-51, 91-42, 77-21, 43-59"
828296631_471199_471212_25778,/train/bank-cards/voices/828296631_471199_471212_25778.ogg,bcd,"38, 67, 38, 33, 65, 87, 85, 41"
1150481435_416658_416659_25179,/train/bank-cards/voices/1150481435_416658_416659_25179.ogg,bcd,5577-2261-9119-4642
1009209372_477179_477193_25824,/train/bank-cards/voices/1009209372_477179_477193_25824.ogg,bcd,"18, 79, 48, 69, 90, 20, 61, 32,"
919361428_430028_430033_25765,/train/bank-cards/voices/919361428_430028_430033_25765.ogg,bcd,"25-67, 15-94, 23-91, 83-68"
1878274529_460996_461001_25651,/train/bank-cards/voices/1878274529_460996_461001_25651.ogg,bcd,"76, 54, 74, 54, 79, 42, 45, 23"
1082554792_448833_448845_25376,/train/bank-cards/voices/1082554792_448833_448845_25376.ogg,bcd,"84-26, 82-31, 14-48, 45-69"
705098248_420152_420154_25881,/train/bank-cards/voices/705098248_420152_420154_25881.ogg,bcd,"9517, 3255, 4234, 4219"
1201653758_443058_443059_25819,/train/bank-cards/voices/1201653758_443058_443059_25819.ogg,bcd,"1737, 2788, 3299, 7814"
1201653758_461511_461513_25647,/train/bank-cards/voices/1201653758_461511_461513_25647.ogg,bcd,"53-16, 79-64, 76-77, 14-58"
828296631_456989_457005_25196,/train/bank-cards/voices/828296631_456989_457005_25196.ogg,bcd,"72-22, 29-54, 12-35, 79-95"
1051072005_443962_443966_25450,/train/bank-cards/voices/1051072005_443962_443966_25450.ogg,bcd,"38, 43, 76, 78, 21, 78, 69, 81"
2016758610_474857_474881_25826,/train/bank-cards/voices/2016758610_474857_474881_25826.ogg,bcd,33-21-17-14-37-73-22-22
5028632961_419369_419370_25158,/train/bank-cards/voices/5028632961_419369_419370_25158.ogg,bcd,"69, 23, 52, 69, 76, 48, 48, 92"
976055738_476146_476170_25234,/train/bank-cards/voices/976055738_476146_476170_25234.ogg,bcd,"69, 21, 361, 19, 53, 34, 18"
341881303_441766_441780_25214,/train/bank-cards/voices/341881303_441766_441780_25214.ogg,bcd,8 5 7 2 1 7 9 6 8 6 9 1 5 1 2 9
828296631_466646_466668_25318,/train/bank-cards/voices/828296631_466646_466668_25318.ogg,bcd,"67, 43, 87, 19, 49, 44, 37, 74"
1268975918_426023_426024_25856,/train/bank-cards/voices/1268975918_426023_426024_25856.ogg,bcd,"77, 92, 43, 43, 83, 92, 19, 49."
892642911_418055_418056_25446,/train/bank-cards/voices/892642911_418055_418056_25446.ogg,bcd,"53, 69, 97, 21, 12, 43, 65, 23"
910545275_414846_414847_25780,/train/bank-cards/voices/910545275_414846_414847_25780.ogg,bcd,"67-54, 31-89, 44-89, 89-43"
5028632961_419135_419136_25463,/train/bank-cards/voices/5028632961_419135_419136_25463.ogg,bcd,"47, 98, 75, 73, 47, 94, 76, 45"
910545275_415697_415698_25216,/train/bank-cards/voices/910545275_415697_415698_25216.ogg,bcd,"56, 64, 39, 88, 87, 96, 59, 52"
5028632961_418879_418880_25155,/train/bank-cards/voices/5028632961_418879_418880_25155.ogg,bcd,"47, 76, 31, 57, 58, 21, 11, 74"
976055738_473762_473799_25771,/train/bank-cards/voices/976055738_473762_473799_25771.ogg,bcd,"33, 97, 18, 67, 57, 29, 61, 72"
1229817727_468719_468727_25562,/train/bank-cards/voices/1229817727_468719_468727_25562.ogg,bcd,"93, 55, 89, 41, 43, 79, 95, 83"
892642911_473061_473078_25674,/train/bank-cards/voices/892642911_473061_473078_25674.ogg,bcd,"88-62, 69-62, 27-17, 65-17"
1878274529_426929_426930_25975,/train/bank-cards/voices/1878274529_426929_426930_25975.ogg,bcd,"17, 14, 93, 25, 88, 29, 93, 14"
5028632961_419786_419787_25695,/train/bank-cards/voices/5028632961_419786_419787_25695.ogg,bcd,"24, 37, 39, 51, 54, 77, 56, 44"
912272968_434089_434095_25369,/train/bank-cards/voices/912272968_434089_434095_25369.ogg,bcd,"75, 83, 42, 95, 58, 58, 53, 883"
539261624_468043_468071_25190,/train/bank-cards/voices/539261624_468043_468071_25190.ogg,bcd,"63, 58, 84, 31, 88, 93, 21, 15"
671891258_480827_480841_26144,/train/bank-cards/voices/671891258_480827_480841_26144.ogg,bcd,"94-65, 97-37, 11-71, 93-85"
314849420_421961_421965_25691,/train/bank-cards/voices/314849420_421961_421965_25691.ogg,bcd,8 4 5 4 5 5 5 2 3 2 7 1 2 2 5 3
1229817727_469026_469039_26024,/train/bank-cards/voices/1229817727_469026_469039_26024.ogg,bcd,"26, 14, 48, 45, 79, 36, 31, 14"
1269496718_433217_433220_25654,/train/bank-cards/voices/1269496718_433217_433220_25654.ogg,bcd,"84, 17, 82, 47, 62, 38, 72, 65"
1082554792_484988_485007_25331,/train/bank-cards/voices/1082554792_484988_485007_25331.ogg,bcd,"32, 15, 66, 19, 98, 97, 55, 65"
619589413_437546_437552_25855,/train/bank-cards/voices/619589413_437546_437552_25855.ogg,bcd,65-85-43-17-87-34-29-66
568204248_439706_439710_25749,/train/bank-cards/voices/568204248_439706_439710_25749.ogg,bcd,66-15-95-17-51-28-31-93
1297961140_461223_461228_25923,/train/bank-cards/voices/1297961140_461223_461228_25923.ogg,bcd,"48, 31, 89, 79, 63, 59, 62, 94"
1043664892_429760_429761_25163,/train/bank-cards/voices/1043664892_429760_429761_25163.ogg,bcd,"86, 88, 57, 83, 51, 48, 82, 17"
828296631_458377_458386_25547,/train/bank-cards/voices/828296631_458377_458386_25547.ogg,bcd,"79, 33, 12, 48, 82, 76, 19, 68"
5028632961_419219_419220_26125,/train/bank-cards/voices/5028632961_419219_419220_26125.ogg,bcd,"51, 22, 57, 71, 98, 47, 59, 24"
954206432_421691_421696_26100,/train/bank-cards/voices/954206432_421691_421696_26100.ogg,bcd,"3, 6, 4, 1, 9, 8, 2, 1, 3, 7, 3, 2, 1, 6, 8, 6"
912272968_437149_437164_25508,/train/bank-cards/voices/912272968_437149_437164_25508.ogg,bcd,"4835, 7651, 9367, 5696"
619589413_440932_440935_26117,/train/bank-cards/voices/619589413_440932_440935_26117.ogg,bcd,66-29-43-13-31-99-59-26
5591209497_454737_454756_25820,/train/bank-cards/voices/5591209497_454737_454756_25820.ogg,bcd,"3, 6, 7, 1, 8, 3, 7, 9, 2, 7, 5, 3, 1, 9, 6, 3"
1150481435_416166_416167_25447,/train/bank-cards/voices/1150481435_416166_416167_25447.ogg,bcd,"84, 31, 69, 31, 27, 14, 74, 12"
341881303_441922_441927_25964,/train/bank-cards/voices/341881303_441922_441927_25964.ogg,bcd,7 8 1 3 9 8 7 9 9 1 2 2 5 4 9 9
568204248_439589_439594_25265,/train/bank-cards/voices/568204248_439589_439594_25265.ogg,bcd,"25-15, 97-51, 51-33, 24-25"
860296669_431185_431190_25986,/train/bank-cards/voices/860296669_431185_431190_25986.ogg,bcd,"65, 51, 73, 69, 28, 34, 71, 24"
1269496718_433320_433321_25348,/train/bank-cards/voices/1269496718_433320_433321_25348.ogg,bcd,"52, 94, 56, 94, 76, 79, 97, 98"
1013880018_450158_450171_25753,/train/bank-cards/voices/1013880018_450158_450171_25753.ogg,bcd,"65, 15, 36, 32, 28, 23, 22, 46"
1201653758_471410_471422_25441,/train/bank-cards/voices/1201653758_471410_471422_25441.ogg,bcd,"42, 39, 15, 53, 89, 62, 95, 66"
329749591_486881_486882_25386,/train/bank-cards/voices/329749591_486881_486882_25386.ogg,bcd,"94, 71, 41, 49, 87, 24, 57, 38"
2016758610_476024_476047_25407,/train/bank-cards/voices/2016758610_476024_476047_25407.ogg,bcd,76-63-43-92-83-26-86-39
1878274529_458380_458397_25510,/train/bank-cards/voices/1878274529_458380_458397_25510.ogg,bcd,"98, 48, 27, 32, 63, 29, 54, 77"
1268975918_426298_426299_26047,/train/bank-cards/voices/1268975918_426298_426299_26047.ogg,bcd,"68, 43, 86, 72, 44, 98, 78, 69"
1878274529_460454_460460_25794,/train/bank-cards/voices/1878274529_460454_460460_25794.ogg,bcd,"74, 72, 22, 23, 39, 40, 64, 16"
892642911_473377_473397_25813,/train/bank-cards/voices/892642911_473377_473397_25813.ogg,bcd,"11-36, 62-32, 18-69, 71-76"
568204248_436157_436169_25704,/train/bank-cards/voices/568204248_436157_436169_25704.ogg,bcd,63-24-18-91-36-88-52-38
640339050_467337_467361_25181,/train/bank-cards/voices/640339050_467337_467361_25181.ogg,bcd,"8, 5, 3, 1, 2, 9, 8, 1, 2, 5, 5, 3, 1, 1, 7"
568204248_436546_436557_25428,/train/bank-cards/voices/568204248_436546_436557_25428.ogg,bcd,"22, 41, 38, 48, 93, 21, 66, 51"
575298922_417394_417395_25965,/train/bank-cards/voices/575298922_417394_417395_25965.ogg,bcd,"7, 2, 3, 9, 1, 4, 3, 6, 4, 4, 8, 7, 4, 4, 5, 9"
5196964268_423089_423090_25624,/train/bank-cards/voices/5196964268_423089_423090_25624.ogg,bcd,"8, 4, 8, 2, 2, 7, 1, 2, 6, 2, 2, 6, 4, 8, 5, 5"
892642911_424179_424180_25876,/train/bank-cards/voices/892642911_424179_424180_25876.ogg,bcd,"28-12, 94-16, 49-93, 92-38"
527731854_458768_458777_25366,/train/bank-cards/voices/527731854_458768_458777_25366.ogg,bcd,"78, 72, 75, 32, 47, 73, 17, 41"
1269496718_433248_433250_26064,/train/bank-cards/voices/1269496718_433248_433250_26064.ogg,bcd,27-61-19-74-52-73-81-47
619589413_441014_441017_26009,/train/bank-cards/voices/619589413_441014_441017_26009.ogg,bcd,"97, 98, 12, 78, 38, 15, 12, 73"
5196964268_423105_423106_25954,/train/bank-cards/voices/5196964268_423105_423106_25954.ogg,bcd,"6, 6, 3, 6, 3, 2, 3, 7, 1, 8, 8, 4, 6, 5, 9, 2"
815993798_451306_451321_25822,/train/bank-cards/voices/815993798_451306_451321_25822.ogg,bcd,"69, 85, 39, 65, 18, 64, 73, 54"
341881303_440930_440933_25528,/train/bank-cards/voices/341881303_440930_440933_25528.ogg,bcd,"1, 4, 3, 9, 3, 2, 6, 6, 5, 3, 3, 2, 8, 8, 8"
919361428_427359_427360_25766,/train/bank-cards/voices/919361428_427359_427360_25766.ogg,bcd,"74-47, 58-52, 24-31, 81-59"
860296669_437014_437029_26016,/train/bank-cards/voices/860296669_437014_437029_26016.ogg,bcd,"28, 37, 82, 33, 41, 38, 14, 68"
1082554792_460773_460787_25175,/train/bank-cards/voices/1082554792_460773_460787_25175.ogg,bcd,"78, 22, 39, 21, 99, 32"
568204248_440444_440449_26093,/train/bank-cards/voices/568204248_440444_440449_26093.ogg,bcd,"51, 91, 62, 77, 36, 32, 79, 54"
919361428_429866_429871_25355,/train/bank-cards/voices/919361428_429866_429871_25355.ogg,bcd,"33-88, 37-19, 76-34, 47-91"
5028632961_421540_421541_25464,/train/bank-cards/voices/5028632961_421540_421541_25464.ogg,bcd,"74, 22, 75, 77, 28, 63, 23, 19, 20"
763941567_431595_431610_25541,/train/bank-cards/voices/763941567_431595_431610_25541.ogg,bcd,"41, 38, 11, 55, 34, 86, 55, 71"
539261624_457247_458931_25200,/train/bank-cards/voices/539261624_457247_458931_25200.ogg,bcd,"3371, 8489, 2127, 4735"
892642911_418013_418014_26040,/train/bank-cards/voices/892642911_418013_418014_26040.ogg,bcd,"35, 87, 54, 69, 92, 12, 98, 79"
1150481435_413659_413660_25161,/train/bank-cards/voices/1150481435_413659_413660_25161.ogg,bcd,"86, 34, 73, 55, 91, 93, 64, 73"
5591209497_455799_455817_26030,/train/bank-cards/voices/5591209497_455799_455817_26030.ogg,bcd,"1, 8, 5, 1, 1, 3, 4, 4, 5, 7, 5, 2, 4, 3, 5, 9"
5028632961_418726_418727_25248,/train/bank-cards/voices/5028632961_418726_418727_25248.ogg,bcd,"46-32, 25-73, 59-72, 48-72"
809763511_484335_484350_25733,/train/bank-cards/voices/809763511_484335_484350_25733.ogg,bcd,"9, 7, 7, 9, 9, 4, 5, 8, 6, 5, 1, 2, 6, 5, 3, 2"
1201653758_461331_461340_26095,/train/bank-cards/voices/1201653758_461331_461340_26095.ogg,bcd,"21-62, 46-76, 71-55, 45-64"
568204248_438542_438545_25226,/train/bank-cards/voices/568204248_438542_438545_25226.ogg,bcd,"83, 33, 92, 45, 96, 56, 77, 27"
5591209497_451779_451790_25997,/train/bank-cards/voices/5591209497_451779_451790_25997.ogg,bcd,"7-5-2-6, 7-3-1-4, 5-6-8-2, 6-6-2-8"
860296669_469244_469285_25480,/train/bank-cards/voices/860296669_469244_469285_25480.ogg,bcd,"43, 21, 29, 49, 54, 53, 98, 57"
5196964268_422883_422884_25868,/train/bank-cards/voices/5196964268_422883_422884_25868.ogg,bcd,"56-22, 75-42, 63-11, 73-37"
2016758610_481522_481532_26075,/train/bank-cards/voices/2016758610_481522_481532_26075.ogg,bcd,"68, 49, 78, 64, 55, 63, 33, 52"
1051072005_443892_443897_25476,/train/bank-cards/voices/1051072005_443892_443897_25476.ogg,bcd,"27, 29, 77, 97, 28, 89, 25, 10, 4"
329749591_485532_485539_25417,/train/bank-cards/voices/329749591_485532_485539_25417.ogg,bcd,36 12 42 61 32 36 65 26
1051072005_433942_433948_26061,/train/bank-cards/voices/1051072005_433942_433948_26061.ogg,bcd,"43-15, 48-51, 58-35, 18-87"
1268975918_425477_425478_25546,/train/bank-cards/voices/1268975918_425477_425478_25546.ogg,bcd,"59, 68, 56, 48, 39, 53, 88, 32"
919361428_432528_432532_25970,/train/bank-cards/voices/919361428_432528_432532_25970.ogg,bcd,"77-35, 91-93, 21-59, 42-54"
671891258_422415_422420_25739,/train/bank-cards/voices/671891258_422415_422420_25739.ogg,bcd,"46, 16, 25, 34, 72, 94, 74, 49"
1229817727_457678_457712_25797,/train/bank-cards/voices/1229817727_457678_457712_25797.ogg,bcd,"16, 22, 56, 11, 86, 84, 79, 51"
815993798_468846_468856_25332,/train/bank-cards/voices/815993798_468846_468856_25332.ogg,bcd,"83, 33, 45, 41, 84, 58, 99, 85"
575298922_445715_445730_25790,/train/bank-cards/voices/575298922_445715_445730_25790.ogg,bcd,97-51-58-74-49-26-83-63
860296669_435809_435826_25523,/train/bank-cards/voices/860296669_435809_435826_25523.ogg,bcd,29-16-16-42-72-81-66-32
815993798_456031_456045_25533,/train/bank-cards/voices/815993798_456031_456045_25533.ogg,bcd,"36, 99, 58, 26, 79, 93, 52, 63"
527731854_457676_457690_25303,/train/bank-cards/voices/527731854_457676_457690_25303.ogg,bcd,"74, 76, 16, 47, 16, 56, 58, 15"
2016758610_479867_479881_25879,/train/bank-cards/voices/2016758610_479867_479881_25879.ogg,bcd,"72, 36, 44, 31, 87, 24, 66, 85"
976055738_445884_445897_26002,/train/bank-cards/voices/976055738_445884_445897_26002.ogg,bcd,"3, 4, 5, 2, 8, 4, 1, 1, 3, 4, 9, 2, 36, 91"
828296631_455224_455234_25600,/train/bank-cards/voices/828296631_455224_455234_25600.ogg,bcd,25-65-99-38-28-25-98-98
912272968_436227_436239_25396,/train/bank-cards/voices/912272968_436227_436239_25396.ogg,bcd,"62, 96, 4476, 30545, 1777"
568204248_437331_437337_26151,/train/bank-cards/voices/568204248_437331_437337_26151.ogg,bcd,32-82-61-22-79-59-1986
314849420_473169_473213_25509,/train/bank-cards/voices/314849420_473169_473213_25509.ogg,bcd,"92, 53, 35, 43, 35, 98, 68, 16"
1269496718_435263_435267_25604,/train/bank-cards/voices/1269496718_435263_435267_25604.ogg,bcd,"94, 35, 83, 16, 46, 67, 52, 19"
1201653758_469796_469840_25554,/train/bank-cards/voices/1201653758_469796_469840_25554.ogg,bcd,"52-96, 64-19, 11-98, 44-95"
1051072005_444103_444104_26124,/train/bank-cards/voices/1051072005_444103_444104_26124.ogg,bcd,"75, 38, 89, 45, 77, 26, 98, 88"
5028632961_419463_419464_25199,/train/bank-cards/voices/5028632961_419463_419464_25199.ogg,bcd,"62, 93, 56, 18, 42, 22, 69, 32"
1150481435_416442_416443_25852,/train/bank-cards/voices/1150481435_416442_416443_25852.ogg,bcd,"99, 66, 97, 45, 43, 72, 88, 91"
619589413_447839_447850_25485,/train/bank-cards/voices/619589413_447839_447850_25485.ogg,bcd,68-76-26-52-53-27-89-11
5196964268_423242_423243_25636,/train/bank-cards/voices/5196964268_423242_423243_25636.ogg,bcd,48-22-86-71-47-53-45-78
568204248_438448_438451_25967,/train/bank-cards/voices/568204248_438448_438451_25967.ogg,bcd,27-46-11-76-71-31-28-91
815993798_452159_452170_25484,/train/bank-cards/voices/815993798_452159_452170_25484.ogg,bcd,"3, 5, 2, 2, 5, 8, 9, 6, 5, 7, 8, 9, 5, 7, 3, 5"
1269496718_441675_441681_25758,/train/bank-cards/voices/1269496718_441675_441681_25758.ogg,bcd,14 66 76 43 27 83 41 74
1878274529_458999_459013_25482,/train/bank-cards/voices/1878274529_458999_459013_25482.ogg,bcd,"37-əştəd 6, 10-əştəd 8, 46-əştəd 67, 75-əştəd 47."
2016758610_476202_476217_25791,/train/bank-cards/voices/2016758610_476202_476217_25791.ogg,bcd,"42-76, 12-73, 62-35, 65-93"
1051072005_444041_444042_26147,/train/bank-cards/voices/1051072005_444041_444042_26147.ogg,bcd,"81, 11, 88, 78, 22, 22, 81, 63"
1128232293_467961_467985_25338,/train/bank-cards/voices/1128232293_467961_467985_25338.ogg,bcd,"94-57, 72-48, 58-18, 53-34"
1878274529_449143_449172_25581,/train/bank-cards/voices/1878274529_449143_449172_25581.ogg,bcd,"3, 6, 3, 7, 4, 6, 4, 4, 3, 1, 8, 5, 3, 4, 4, 2"
341881303_437647_437663_25247,/train/bank-cards/voices/341881303_437647_437663_25247.ogg,bcd,1 1 1 6 3 4 5 6 5 3 7 7 1 3 3 1
568204248_436421_436433_26077,/train/bank-cards/voices/568204248_436421_436433_26077.ogg,bcd,"81, 72, 67, 72, 73, 33, 84, 73"
1297961140_471882_471905_25273,/train/bank-cards/voices/1297961140_471882_471905_25273.ogg,bcd,5 5 7 7 8 6 8 5 5 9 3 2 4 8 6 9
1013880018_448548_448564_25451,/train/bank-cards/voices/1013880018_448548_448564_25451.ogg,bcd,27-75-64-64-23-75-76-64
1229817727_470341_470374_26079,/train/bank-cards/voices/1229817727_470341_470374_26079.ogg,bcd,"96, 51, 36, 67, 27, 84, 85, 11"
5196964268_477010_477039_25638,/train/bank-cards/voices/5196964268_477010_477039_25638.ogg,bcd,"78-31, 72-69, 58-67, 39-41"
341881303_442411_442428_25637,/train/bank-cards/voices/341881303_442411_442428_25637.ogg,bcd,"1, 7, 8, 9, 3, 4, 1, 1, 4, 2, 4, 8, 6, 4, 2, 2"
860296669_431011_431012_25886,/train/bank-cards/voices/860296669_431011_431012_25886.ogg,bcd,"75, 15, 92, 73, 88, 12, 75, 89"
954206432_424301_424302_25949,/train/bank-cards/voices/954206432_424301_424302_25949.ogg,bcd,"7622, 3948, 7186, 6188"
5591209497_452662_452683_25287,/train/bank-cards/voices/5591209497_452662_452683_25287.ogg,bcd,"2, 9, 5, 8, 1, 4, 1, 5, 8, 2, 2, 5, 9, 1, 9, 3"
976055738_454866_454896_25990,/train/bank-cards/voices/976055738_454866_454896_25990.ogg,bcd,"23, 39, 34, 75, 23, 91, 98, 11"
1043664892_444847_444848_25279,/train/bank-cards/voices/1043664892_444847_444848_25279.ogg,bcd,"1865, 6856, 1456, 8845"
976055738_448670_448683_25252,/train/bank-cards/voices/976055738_448670_448683_25252.ogg,bcd,4738 6154 92 94 67 91
2016758610_468671_468686_25641,/train/bank-cards/voices/2016758610_468671_468686_25641.ogg,bcd,94-36-13-14-63-86-51-39
568204248_438374_438375_25255,/train/bank-cards/voices/568204248_438374_438375_25255.ogg,bcd,"15, 59, 32, 19, 34, 64, 23, 35"
329749591_485181_485189_25779,/train/bank-cards/voices/329749591_485181_485189_25779.ogg,bcd,"57, 23, 78, 18, 27, 73, 49, 25"
5196964268_423508_423509_25515,/train/bank-cards/voices/5196964268_423508_423509_25515.ogg,bcd,"1788, 8541, 4953, 2235"
1009209372_428301_428302_25414,/train/bank-cards/voices/1009209372_428301_428302_25414.ogg,bcd,3-9-13-75-80-92-84-19-25
